Employee ID,Department,Job Role,Gender,Age,Education,Hiring Date,Salary,Performance Rating,Satisfaction Score,Attrition,Recruitment Source,Training Hours,Years at Company
EMP-00249,Engineering,Software Engineer,Female,39,Master's,2018-05-26,95215,5,1,No,Indeed,66,5
EMP-00250,Operations,Project Manager,Male,37,Master's,2022-04-21,66980,3,3,No,Referral,49,1
EMP-00251,Marketing,Marketing Analyst,Non-Binary,44,Associate Degree,2021-11-06,56958,4,1,Yes,Indeed,13,2
EMP-00252,Engineering,Software Engineer,Female,57,Associate Degree,2021-03-24,112396,5,1,No,LinkedIn,48,2
EMP-00253,Sales,Sales Executive,Non-Binary,44,PhD,2021-03-07,74516,1,3,No,Indeed,55,2
EMP-00254,Operations,Operations Coordinator,Female,41,Bachelor's,2016-05-15,62659,3,3,No,LinkedIn,49,7
EMP-00255,Operations,Operations Coordinator,Non-Binary,40,Bachelor's,2016-10-23,94518,3,1,No,Company Website,93,7
EMP-00256,Finance,Financial Analyst,Non-Binary,35,Associate Degree,2022-09-11,93365,1,4,No,Recruiter,70,1
EMP-00257,Marketing,SEO Specialist,Male,35,PhD,2015-10-13,98472,1,1,No,Recruiter,68,8
EMP-00258,Operations,Operations Coordinator,Female,43,Bachelor's,2019-09-28,92808,4,3,No,Recruiter,71,4
EMP-00259,Sales,Account Manager,Female,42,PhD,2021-05-04,54885,3,3,No,Recruiter,78,2
EMP-00260,Marketing,Marketing Analyst,Non-Binary,38,Master's,2020-08-06,97946,5,1,Yes,LinkedIn,17,3
EMP-00261,Finance,Financial Analyst,Non-Binary,40,Master's,2018-12-18,97174,4,4,No,Company Website,31,5
EMP-00262,Finance,Financial Analyst,Non-Binary,28,Associate Degree,2019-12-17,107533,5,1,No,Company Website,13,4
EMP-00263,Operations,Operations Coordinator,Non-Binary,22,Associate Degree,2022-12-11,68770,2,4,No,LinkedIn,91,1
EMP-00264,Sales,Sales Executive,Female,22,Bachelor's,2015-09-19,66259,3,2,Yes,Recruiter,49,8
EMP-00265,Operations,Project Manager,Female,29,PhD,2022-08-28,77839,1,4,No,Company Website,99,1
EMP-00266,Finance,Financial Analyst,Male,30,Associate Degree,2015-11-14,82087,3,2,Yes,Recruiter,58,8
EMP-00267,Sales,Sales Executive,Male,34,Associate Degree,2019-12-18,78623,3,3,No,Indeed,28,4
EMP-00268,HR,HR Specialist,Male,54,Bachelor's,2015-01-19,94199,5,4,No,Referral,78,8
EMP-00269,Sales,Sales Executive,Female,25,Master's,2021-10-14,58654,4,1,No,LinkedIn,45,2
EMP-00270,Engineering,Software Engineer,Female,36,Bachelor's,2019-11-10,107402,4,4,No,Referral,72,4
EMP-00271,Finance,Financial Analyst,Non-Binary,30,Bachelor's,2020-02-10,99610,2,5,No,Company Website,12,3
EMP-00272,Marketing,SEO Specialist,Female,33,PhD,2019-06-17,66777,2,3,Yes,Indeed,74,4
EMP-00273,Finance,Financial Analyst,Male,44,Associate Degree,2018-10-12,96705,1,5,No,LinkedIn,47,5
EMP-00274,Marketing,Marketing Analyst,Non-Binary,30,Bachelor's,2018-02-04,68749,4,2,No,Referral,39,5
EMP-00275,Marketing,SEO Specialist,Non-Binary,44,Associate Degree,2019-12-29,97849,3,3,No,Indeed,57,4
EMP-00276,Engineering,DevOps,Female,49,Bachelor's,2019-06-24,76141,1,4,No,Company Website,46,4
EMP-00277,Sales,Sales Executive,Non-Binary,52,PhD,2019-12-16,63990,2,5,No,Indeed,58,4
EMP-00278,Sales,Account Manager,Female,22,PhD,2021-06-30,53767,4,2,No,Company Website,59,2
EMP-00279,Finance,Accountant,Female,48,Master's,2016-03-18,107359,3,3,No,Indeed,73,7
EMP-00280,HR,Recruiter,Female,58,Master's,2020-01-16,61826,5,3,No,Recruiter,46,3
EMP-00281,Engineering,Software Engineer,Male,50,Bachelor's,2022-05-17,106778,2,4,No,Indeed,56,1
EMP-00282,Operations,Operations Coordinator,Male,34,Master's,2020-11-26,94704,5,4,No,Recruiter,95,3
EMP-00283,Finance,Financial Analyst,Male,42,Master's,2017-08-04,75582,2,3,No,Company Website,30,6
EMP-00284,Marketing,Marketing Analyst,Male,56,Bachelor's,2017-04-15,55358,1,3,No,Referral,20,6
EMP-00285,Marketing,Marketing Analyst,Female,45,Master's,2021-05-09,94420,4,3,No,Indeed,46,2
EMP-00286,Finance,Accountant,Non-Binary,48,Bachelor's,2022-01-08,66307,5,1,No,Referral,20,1
EMP-00287,Operations,Project Manager,Male,38,Associate Degree,2021-04-12,63630,3,5,No,Company Website,50,2
EMP-00288,Operations,Operations Coordinator,Female,57,Master's,2017-06-01,73893,2,3,No,Indeed,42,6
EMP-00289,Operations,Operations Coordinator,Non-Binary,38,PhD,2016-02-03,62454,3,3,No,Recruiter,87,7
EMP-00290,HR,Recruiter,Non-Binary,30,Associate Degree,2020-05-24,71083,5,4,No,Company Website,54,3
EMP-00291,Sales,Sales Executive,Male,52,PhD,2017-04-19,60072,3,3,No,Referral,31,6
EMP-00292,Finance,Accountant,Female,45,PhD,2023-02-01,86162,5,2,Yes,LinkedIn,56,0
EMP-00293,HR,HR Specialist,Male,58,Bachelor's,2022-10-12,60503,3,1,No,Recruiter,22,1
EMP-00294,Finance,Accountant,Non-Binary,44,Bachelor's,2015-07-20,72295,4,1,No,Referral,55,8
EMP-00295,Operations,Operations Coordinator,Female,34,Bachelor's,2020-07-07,68605,3,3,No,Referral,54,3
EMP-00296,Finance,Financial Analyst,Female,37,Master's,2015-12-24,103010,1,2,No,Company Website,75,8
EMP-00297,Engineering,QA Engineer,Non-Binary,35,Associate Degree,2020-05-04,85350,2,4,No,Indeed,62,3
EMP-00298,Sales,Sales Executive,Male,40,Bachelor's,2019-08-21,60592,5,5,No,LinkedIn,95,4
EMP-00299,Sales,Sales Executive,Female,41,Associate Degree,2022-02-04,52190,2,2,No,Referral,23,1
EMP-00300,Engineering,QA Engineer,Female,33,PhD,2015-02-22,116971,5,4,No,Referral,91,8
EMP-00301,Engineering,DevOps,Female,50,Master's,2019-10-06,82016,1,1,Yes,Referral,95,4
EMP-00302,Operations,Project Manager,Male,50,Associate Degree,2018-01-16,87990,1,2,Yes,Indeed,74,5
EMP-00303,HR,HR Specialist,Non-Binary,34,PhD,2016-03-03,55793,4,4,No,LinkedIn,79,7
EMP-00304,Marketing,Marketing Analyst,Non-Binary,46,Associate Degree,2021-09-14,99452,2,2,No,Referral,56,2
EMP-00305,Finance,Financial Analyst,Non-Binary,46,Master's,2018-01-29,98002,4,1,Yes,LinkedIn,30,5
EMP-00306,Marketing,Marketing Analyst,Female,49,Associate Degree,2019-08-03,60842,2,5,No,LinkedIn,56,4
EMP-00307,Engineering,QA Engineer,Male,34,Associate Degree,2017-05-22,80355,1,4,No,Referral,25,6
EMP-00308,Sales,Sales Executive,Male,55,Bachelor's,2017-08-09,75154,4,1,No,Company Website,27,6
EMP-00309,HR,Recruiter,Non-Binary,56,Bachelor's,2016-06-23,69604,4,1,Yes,LinkedIn,58,7
EMP-00310,Operations,Operations Coordinator,Male,58,Master's,2022-02-25,94441,5,4,No,Referral,95,1
EMP-00311,Sales,Account Manager,Male,33,Master's,2016-11-05,82261,3,1,No,Company Website,33,7
EMP-00312,Finance,Financial Analyst,Male,41,PhD,2017-01-09,96128,4,2,Yes,Company Website,25,6
EMP-00313,Sales,Account Manager,Female,51,Bachelor's,2022-07-08,56867,3,4,No,Referral,46,1
EMP-00314,Operations,Project Manager,Female,28,Associate Degree,2019-10-26,80447,1,5,No,LinkedIn,21,4
EMP-00315,HR,HR Specialist,Non-Binary,29,Bachelor's,2017-08-30,70963,3,4,Yes,LinkedIn,81,6
EMP-00316,Finance,Accountant,Male,36,Associate Degree,2016-05-03,89770,2,5,No,Company Website,99,7
EMP-00317,Marketing,SEO Specialist,Non-Binary,53,Associate Degree,2016-01-28,76607,4,5,No,LinkedIn,26,7
EMP-00318,HR,Recruiter,Non-Binary,40,PhD,2021-08-06,57659,2,1,No,Recruiter,62,2
EMP-00319,Marketing,Marketing Analyst,Female,45,Master's,2020-06-17,62006,1,3,No,Company Website,66,3
EMP-00320,Sales,Account Manager,Male,32,Associate Degree,2022-10-12,81081,2,1,Yes,LinkedIn,59,1
EMP-00321,Operations,Project Manager,Male,27,Master's,2020-08-24,104769,2,5,No,Referral,87,3
EMP-00322,Engineering,QA Engineer,Male,54,Bachelor's,2019-10-24,76932,5,3,No,Indeed,86,4
EMP-00323,Engineering,DevOps,Non-Binary,47,Master's,2019-05-25,88979,4,1,No,LinkedIn,85,4
EMP-00324,HR,HR Specialist,Non-Binary,50,PhD,2020-06-29,89954,2,2,Yes,Recruiter,26,3
EMP-00325,HR,HR Specialist,Male,29,Master's,2022-12-05,74820,2,2,No,Company Website,74,1
EMP-00326,HR,HR Specialist,Female,30,Bachelor's,2015-07-06,81312,2,4,No,Referral,45,8
EMP-00327,Finance,Accountant,Female,29,Associate Degree,2021-01-27,68583,2,5,No,Indeed,31,2
EMP-00328,Finance,Financial Analyst,Female,57,Bachelor's,2015-12-15,108896,4,3,No,Indeed,43,8
EMP-00329,HR,HR Specialist,Male,51,PhD,2016-08-23,70127,1,5,No,Indeed,99,7
EMP-00330,Operations,Project Manager,Male,22,Master's,2017-05-10,101075,5,4,No,Referral,29,6
EMP-00331,Marketing,Marketing Analyst,Female,22,Bachelor's,2015-11-11,84961,1,3,Yes,Referral,50,8
EMP-00332,Finance,Accountant,Female,40,Bachelor's,2016-10-12,77996,5,3,No,Company Website,80,7
EMP-00333,Engineering,Software Engineer,Male,50,Associate Degree,2020-12-19,79557,4,2,No,LinkedIn,28,3
EMP-00334,Operations,Operations Coordinator,Male,22,PhD,2016-04-19,104525,2,4,No,Indeed,49,7
EMP-00335,Finance,Accountant,Male,44,Bachelor's,2022-01-27,84991,4,2,Yes,Company Website,32,1
EMP-00336,Finance,Financial Analyst,Male,27,Bachelor's,2015-09-11,102726,1,5,Yes,LinkedIn,19,8
EMP-00337,Operations,Project Manager,Female,57,PhD,2015-07-31,71580,3,3,Yes,LinkedIn,78,8
EMP-00338,Finance,Financial Analyst,Male,57,PhD,2017-05-18,100517,3,1,Yes,Recruiter,63,6
EMP-00339,Finance,Accountant,Non-Binary,55,PhD,2015-09-29,80088,2,3,No,LinkedIn,90,8
EMP-00340,HR,Recruiter,Non-Binary,46,PhD,2022-08-05,62297,1,1,No,Recruiter,74,1
EMP-00341,Sales,Sales Executive,Non-Binary,27,Bachelor's,2018-01-09,57067,2,1,No,Referral,48,5
EMP-00342,Finance,Accountant,Female,27,Associate Degree,2017-02-01,101432,5,1,Yes,Company Website,12,6
EMP-00343,Sales,Sales Executive,Female,36,Associate Degree,2018-01-04,86520,1,5,No,Company Website,27,5
EMP-00344,Sales,Sales Executive,Female,25,Associate Degree,2020-03-22,69618,2,3,No,Indeed,38,3
EMP-00345,HR,Recruiter,Non-Binary,37,Master's,2018-04-06,67376,5,3,No,Recruiter,73,5
EMP-00346,Operations,Project Manager,Non-Binary,25,Associate Degree,2017-06-09,95531,2,3,No,Referral,31,6
EMP-00347,HR,HR Specialist,Non-Binary,39,Associate Degree,2017-04-19,70452,2,3,No,Company Website,21,6
EMP-00348,Operations,Project Manager,Female,26,Master's,2015-05-20,86500,1,1,No,Indeed,42,8
EMP-00349,Operations,Operations Coordinator,Non-Binary,25,Bachelor's,2016-12-26,76402,3,5,Yes,Recruiter,93,7
EMP-00350,Operations,Project Manager,Male,45,Master's,2015-08-03,75950,5,3,No,Referral,66,8
EMP-00351,Engineering,QA Engineer,Male,49,Master's,2015-07-21,113556,2,1,No,LinkedIn,78,8
EMP-00352,Engineering,QA Engineer,Female,46,PhD,2019-09-09,89256,3,4,No,Referral,33,4
EMP-00353,Engineering,QA Engineer,Female,41,PhD,2015-06-03,79117,3,3,Yes,LinkedIn,63,8
EMP-00354,Marketing,SEO Specialist,Non-Binary,27,PhD,2021-08-11,84267,5,2,Yes,Indeed,19,2
EMP-00355,Sales,Sales Executive,Female,50,Associate Degree,2017-01-14,74231,4,3,No,LinkedIn,92,6
EMP-00356,Engineering,Software Engineer,Female,57,Master's,2016-10-23,90438,5,3,No,LinkedIn,37,7
EMP-00357,Sales,Sales Executive,Male,31,Associate Degree,2017-12-27,82164,1,1,No,LinkedIn,55,6
EMP-00358,Engineering,QA Engineer,Female,56,Associate Degree,2018-04-04,83367,2,1,Yes,Indeed,94,5
EMP-00359,Sales,Account Manager,Female,40,Associate Degree,2016-10-05,74038,3,5,No,Company Website,26,7
EMP-00360,HR,HR Specialist,Non-Binary,44,PhD,2021-01-26,75640,4,2,Yes,Company Website,56,2
EMP-00361,Sales,Sales Executive,Male,24,Master's,2015-03-10,66869,2,3,Yes,Referral,42,8
EMP-00362,HR,Recruiter,Non-Binary,57,PhD,2019-06-18,62625,2,2,No,Recruiter,55,4
EMP-00363,HR,Recruiter,Male,30,Bachelor's,2022-11-20,50869,3,3,No,Indeed,98,1
EMP-00364,Sales,Account Manager,Non-Binary,42,Master's,2022-12-22,88803,1,5,Yes,Recruiter,67,1
EMP-00365,HR,HR Specialist,Non-Binary,58,PhD,2017-01-11,55307,4,2,No,Company Website,27,6
EMP-00366,Engineering,DevOps,Female,28,Bachelor's,2022-01-03,115597,2,3,Yes,Indeed,63,1
EMP-00367,Marketing,SEO Specialist,Female,59,Bachelor's,2017-04-02,58278,2,3,No,Recruiter,14,6
EMP-00368,Sales,Account Manager,Non-Binary,56,Associate Degree,2015-08-30,63452,5,3,No,Recruiter,10,8
EMP-00369,Marketing,SEO Specialist,Non-Binary,45,Bachelor's,2021-05-19,66707,1,2,Yes,Recruiter,64,2
EMP-00370,Operations,Operations Coordinator,Non-Binary,37,Bachelor's,2019-04-21,104895,1,2,No,LinkedIn,94,4
EMP-00371,Finance,Financial Analyst,Female,44,Bachelor's,2020-11-26,82413,1,3,No,Company Website,96,3
EMP-00372,HR,Recruiter,Non-Binary,34,Associate Degree,2023-01-21,56968,5,1,No,Company Website,32,0
EMP-00373,Finance,Financial Analyst,Female,51,Master's,2016-08-19,109278,5,2,No,LinkedIn,39,7
EMP-00374,Sales,Account Manager,Female,57,Master's,2021-09-29,75954,3,2,Yes,LinkedIn,37,2
EMP-00375,HR,Recruiter,Non-Binary,30,PhD,2022-09-06,85062,4,3,No,LinkedIn,71,1
EMP-00376,Sales,Sales Executive,Female,34,Master's,2021-07-05,80010,1,2,Yes,LinkedIn,43,2
EMP-00377,Finance,Accountant,Male,45,Master's,2015-07-24,65238,5,1,Yes,LinkedIn,80,8
EMP-00378,Finance,Financial Analyst,Male,38,PhD,2017-10-27,80810,1,2,No,LinkedIn,12,6
EMP-00379,Finance,Financial Analyst,Female,49,Bachelor's,2021-09-29,95698,4,2,No,LinkedIn,95,2
EMP-00380,Sales,Sales Executive,Female,36,PhD,2023-03-14,70963,5,1,Yes,Indeed,62,0
EMP-00381,Operations,Operations Coordinator,Female,53,Associate Degree,2018-06-09,94872,3,2,Yes,Company Website,66,5
EMP-00382,Marketing,Marketing Analyst,Female,34,Bachelor's,2020-12-03,80307,1,1,Yes,Company Website,73,3
EMP-00383,Finance,Financial Analyst,Non-Binary,25,PhD,2021-06-28,91345,3,3,No,Company Website,84,2
EMP-00384,Engineering,DevOps,Male,30,Associate Degree,2020-11-13,118626,3,3,No,Company Website,70,3
EMP-00385,Sales,Account Manager,Female,53,Master's,2015-09-07,66639,5,2,No,Company Website,90,8
EMP-00386,HR,HR Specialist,Male,49,Master's,2015-02-13,74255,3,5,No,Recruiter,67,8
EMP-00387,Sales,Account Manager,Female,58,Bachelor's,2017-09-17,55966,5,3,No,Referral,85,6
EMP-00388,Engineering,Software Engineer,Non-Binary,23,Master's,2015-02-23,114178,1,3,No,Company Website,19,8
EMP-00389,Marketing,Marketing Analyst,Non-Binary,47,PhD,2018-09-21,91046,2,1,No,Referral,71,5
EMP-00390,Sales,Account Manager,Male,51,Bachelor's,2021-12-27,73453,3,3,No,Company Website,30,2
EMP-00391,Engineering,QA Engineer,Non-Binary,27,Associate Degree,2022-12-25,75922,5,2,No,Company Website,93,1
EMP-00392,Marketing,Marketing Analyst,Female,42,Associate Degree,2016-01-27,70899,5,1,Yes,Indeed,88,7
EMP-00393,Finance,Accountant,Non-Binary,50,PhD,2020-01-12,100959,1,2,No,Recruiter,27,3
EMP-00394,Engineering,DevOps,Male,52,PhD,2019-04-23,96372,4,3,No,Recruiter,83,4
EMP-00395,HR,HR Specialist,Non-Binary,42,PhD,2019-08-26,73386,5,5,No,Indeed,39,4
EMP-00396,Marketing,SEO Specialist,Non-Binary,36,Associate Degree,2022-10-21,61644,1,2,No,Indeed,67,1
EMP-00397,HR,HR Specialist,Male,40,PhD,2020-12-25,71188,1,3,Yes,Referral,83,3
EMP-00398,Finance,Financial Analyst,Male,26,PhD,2021-03-08,103163,2,3,No,Recruiter,21,2
EMP-00399,Engineering,QA Engineer,Non-Binary,39,PhD,2021-01-26,80232,1,4,No,Referral,96,2
EMP-00400,HR,HR Specialist,Female,43,PhD,2018-12-19,75515,1,3,No,LinkedIn,73,5
EMP-00401,Marketing,Marketing Analyst,Male,35,Master's,2016-09-07,73062,2,4,No,Company Website,59,7
EMP-00402,Sales,Sales Executive,Non-Binary,49,Associate Degree,2017-12-02,52226,4,4,No,Referral,22,6
EMP-00403,Finance,Accountant,Non-Binary,29,Associate Degree,2017-08-02,90380,4,2,Yes,Indeed,31,6
EMP-00404,Marketing,SEO Specialist,Female,28,Associate Degree,2017-07-14,78513,4,1,No,Recruiter,68,6
EMP-00405,HR,HR Specialist,Male,38,PhD,2020-11-05,90150,3,1,Yes,LinkedIn,17,3
EMP-00406,Finance,Accountant,Male,38,Associate Degree,2021-05-12,96085,5,4,No,Referral,38,2
EMP-00407,HR,Recruiter,Female,59,Associate Degree,2020-05-23,84314,2,4,No,Referral,41,3
EMP-00408,Marketing,Marketing Analyst,Male,51,Associate Degree,2020-08-02,74539,3,4,No,Company Website,19,3
EMP-00409,Marketing,Marketing Analyst,Non-Binary,39,Associate Degree,2015-02-05,72420,2,5,No,Referral,40,8
EMP-00410,HR,Recruiter,Female,45,PhD,2020-11-13,53373,2,5,No,Company Website,69,3
EMP-00411,Operations,Project Manager,Male,55,Bachelor's,2022-08-14,79520,1,2,No,Recruiter,98,1
EMP-00412,Engineering,DevOps,Male,41,Master's,2018-11-23,83080,5,2,No,Indeed,94,5
EMP-00413,Engineering,Software Engineer,Non-Binary,56,Associate Degree,2021-02-26,89031,4,4,No,Referral,25,2
EMP-00414,Marketing,Marketing Analyst,Male,27,PhD,2021-12-10,98837,5,5,No,Recruiter,69,2
EMP-00415,Engineering,QA Engineer,Male,34,Associate Degree,2015-11-06,76630,4,4,No,Indeed,72,8
EMP-00416,Operations,Operations Coordinator,Female,55,Associate Degree,2019-10-24,76436,4,3,No,Recruiter,47,4
EMP-00417,Operations,Project Manager,Non-Binary,33,Bachelor's,2019-04-17,85805,2,3,No,Indeed,40,4
EMP-00418,Finance,Financial Analyst,Male,41,PhD,2015-11-04,77100,1,1,Yes,Company Website,22,8
EMP-00419,Finance,Financial Analyst,Male,22,PhD,2015-10-03,67985,5,4,No,Recruiter,26,8
EMP-00420,Engineering,QA Engineer,Male,58,Bachelor's,2015-04-19,80850,2,3,No,Company Website,98,8
EMP-00421,Finance,Accountant,Male,53,Master's,2022-09-06,82270,1,2,No,Recruiter,91,1
EMP-00422,Finance,Financial Analyst,Non-Binary,30,Associate Degree,2022-04-07,95676,1,5,No,Referral,62,1
EMP-00423,Marketing,SEO Specialist,Non-Binary,55,Associate Degree,2021-06-13,56848,1,1,No,LinkedIn,41,2
EMP-00424,Marketing,Marketing Analyst,Male,32,PhD,2017-10-13,74692,3,1,Yes,Indeed,26,6
EMP-00425,Sales,Account Manager,Male,29,Bachelor's,2019-10-15,86692,2,5,No,LinkedIn,20,4
EMP-00426,Sales,Sales Executive,Female,40,Associate Degree,2019-01-13,68666,4,3,No,Company Website,75,4
EMP-00427,Operations,Project Manager,Female,53,Bachelor's,2021-02-02,72580,4,3,No,LinkedIn,69,2
EMP-00428,Operations,Project Manager,Female,39,Associate Degree,2021-04-18,81689,3,3,No,LinkedIn,72,2
EMP-00429,Marketing,SEO Specialist,Non-Binary,37,Associate Degree,2021-08-14,59567,4,4,No,Company Website,40,2
EMP-00430,Operations,Project Manager,Female,30,Master's,2022-10-20,100446,2,3,Yes,Company Website,73,1
EMP-00431,Engineering,DevOps,Male,36,PhD,2015-06-01,83002,3,5,No,Company Website,62,8
EMP-00432,Marketing,SEO Specialist,Non-Binary,22,Master's,2021-01-18,68998,4,2,No,LinkedIn,75,2
EMP-00433,Operations,Project Manager,Female,42,Master's,2015-05-29,83929,4,1,No,Recruiter,47,8
EMP-00434,Finance,Financial Analyst,Male,26,Master's,2015-09-07,105953,1,4,No,LinkedIn,56,8
EMP-00435,Marketing,Marketing Analyst,Non-Binary,24,Associate Degree,2016-10-22,80105,3,4,No,Referral,19,7
EMP-00436,Sales,Account Manager,Female,58,Associate Degree,2021-12-25,78776,5,3,No,Indeed,78,2
EMP-00437,Sales,Sales Executive,Non-Binary,47,Bachelor's,2015-12-26,75209,3,4,No,Indeed,81,8
EMP-00438,Finance,Financial Analyst,Non-Binary,55,PhD,2016-08-28,106691,2,1,No,Company Website,98,7
EMP-00439,Marketing,Marketing Analyst,Female,42,PhD,2019-06-25,76031,1,1,Yes,LinkedIn,31,4
EMP-00440,Operations,Project Manager,Male,38,Master's,2018-05-16,78412,1,1,No,LinkedIn,87,5
EMP-00441,Finance,Accountant,Male,52,Bachelor's,2018-06-16,71509,5,5,No,Indeed,69,5
EMP-00442,Operations,Project Manager,Non-Binary,26,Master's,2022-03-02,73269,1,1,No,Company Website,15,1
EMP-00443,Operations,Project Manager,Female,35,Bachelor's,2017-01-23,90143,4,2,No,Company Website,24,6
EMP-00444,HR,HR Specialist,Non-Binary,41,Associate Degree,2022-08-30,74042,3,4,Yes,Indeed,41,1
EMP-00445,Engineering,Software Engineer,Male,27,Master's,2015-05-25,97908,2,3,No,Recruiter,88,8
EMP-00446,Operations,Operations Coordinator,Male,23,PhD,2015-07-06,93575,4,4,No,Indeed,17,8
EMP-00447,HR,HR Specialist,Female,37,PhD,2019-04-30,64536,4,2,No,Referral,27,4
EMP-00448,Engineering,Software Engineer,Male,44,Bachelor's,2022-08-12,91244,2,4,No,Referral,13,1
EMP-00449,Finance,Financial Analyst,Female,53,Bachelor's,2015-10-15,83437,2,2,Yes,Recruiter,83,8
EMP-00450,Marketing,SEO Specialist,Non-Binary,38,Associate Degree,2021-08-20,57671,3,3,No,Company Website,72,2
EMP-00451,Marketing,Marketing Analyst,Female,32,Bachelor's,2017-09-05,88576,3,5,No,Indeed,12,6
EMP-00452,Sales,Account Manager,Male,30,PhD,2016-08-21,47123,2,1,Yes,Referral,92,7
EMP-00453,Finance,Financial Analyst,Non-Binary,46,Master's,2023-01-10,78380,4,1,Yes,Referral,67,0
EMP-00454,Operations,Project Manager,Female,31,PhD,2020-05-14,66782,3,1,No,Indeed,20,3
EMP-00455,Finance,Financial Analyst,Female,39,Master's,2016-11-15,105149,2,1,No,Indeed,84,7
EMP-00456,Sales,Sales Executive,Non-Binary,33,Associate Degree,2020-02-25,53378,4,1,Yes,Recruiter,13,3
EMP-00457,Operations,Operations Coordinator,Non-Binary,38,PhD,2021-05-19,64922,4,4,No,Recruiter,90,2
EMP-00458,Marketing,Marketing Analyst,Male,33,Bachelor's,2020-02-04,80095,4,2,No,Referral,80,3
EMP-00459,Finance,Accountant,Non-Binary,34,Master's,2022-10-15,99172,4,3,No,Recruiter,73,1
EMP-00460,Finance,Financial Analyst,Female,43,Associate Degree,2015-10-12,88862,1,4,No,Referral,78,8
EMP-00461,Operations,Operations Coordinator,Female,50,Associate Degree,2019-12-16,76428,5,2,Yes,Company Website,61,4
EMP-00462,Marketing,Marketing Analyst,Female,39,Bachelor's,2020-04-22,86730,1,4,No,Company Website,96,3
EMP-00463,Operations,Project Manager,Female,34,Master's,2015-10-05,63748,4,2,Yes,LinkedIn,16,8
EMP-00464,Marketing,Marketing Analyst,Non-Binary,40,PhD,2021-11-30,96449,1,3,No,Recruiter,41,2
EMP-00465,Engineering,DevOps,Female,52,PhD,2015-05-10,76161,4,2,No,LinkedIn,20,8
EMP-00466,Finance,Accountant,Male,49,Bachelor's,2015-11-02,109910,1,4,No,Referral,80,8
EMP-00467,Engineering,QA Engineer,Female,32,Bachelor's,2018-02-05,107535,2,3,No,Indeed,21,5
EMP-00468,HR,Recruiter,Female,51,Associate Degree,2023-01-07,69226,1,2,No,Company Website,34,0
EMP-00469,Finance,Accountant,Female,58,Master's,2015-10-25,73635,5,1,No,Recruiter,31,8
EMP-00470,Sales,Account Manager,Male,33,Master's,2019-04-26,74978,2,2,No,LinkedIn,19,4
EMP-00471,Sales,Account Manager,Female,48,Master's,2017-02-26,67191,2,4,No,LinkedIn,87,6
EMP-00472,Engineering,Software Engineer,Non-Binary,45,Bachelor's,2022-01-15,116486,4,5,No,Referral,87,1
EMP-00473,Finance,Accountant,Female,57,Bachelor's,2016-11-04,68981,4,2,Yes,Company Website,31,7
EMP-00474,Operations,Project Manager,Female,59,PhD,2018-10-11,71087,1,1,No,Recruiter,25,5
EMP-00475,HR,HR Specialist,Female,28,Master's,2019-11-14,60900,1,4,No,Company Website,26,4
EMP-00476,Sales,Account Manager,Non-Binary,35,PhD,2016-07-09,51638,5,2,Yes,Indeed,40,7
